Participant information: First name,Participant information: Last name,Participant information: Gender,Participant information: Student cell phone,Participant information: Residence hall,Participant information: Room number,Contact information: Student’s phone number,Parent/guardian information: First name,Parent/guardian information: Last name,Parent/guardian information: Primary phone,Parent/guardian information: Relationship,Parent/guardian information: Parent/guardian primary language,Parent/guardian 2 information: First name,Parent/guardian 2 information: Last name,Parent/guardian 2 information: Relationship,Parent/guardian 2 information: Parent/guardian cell phone,Parent/guardian 2 information: Parent/guardian primary language,Photo upload and roommate request: Pacific id: Your pacific id,Program,Schedule,Tuition,Participant ID,Participant external ID
John310,johnson311,Male,2094066152,Price House 3,PRH-0316A,,,,,,,,,,,,,Price House 3,Session 1,Housing,699f5d45d256b44934b52185,510008180
John311,johnson312,Female,2093990404,Jessie Ballantyne Hall 2,JEB-0227B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,699faa1c360abb59104913f7,510008179
John312,johnson313,Female,2095659471,Grace Covell Hall 1,GCH-0133A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,699f7bf66c052516d360e4dc,510008177
John313,johnson314,Female,2093703759,Grace Covell Hall 3,GCH-0397B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,699f6e156c052516d360e230,510008176
John314,johnson315,Female,2093954477,Jessie Ballantyne Hall 2,JEB-0227A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,699f6d78d256b44934b5252b,510008175
John315,johnson316,Female,2094527874,Grace Covell Hall 3,GCH-0397A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,699e543ebb4502a650c0c1b5,510008174
John316,johnson317,Male,2094303967,Grace Covell Hall 3,GCH-0396B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,699f2bbed256b44934b514fa,510008172
John317,johnson318,Female,2094061799,Jessie Ballantyne Hall 2,JEB-0226B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,699f2554d256b44934b513f8,510008171
John318,johnson319,Female,2097471323,Grace Covell Hall 2,GCH-0235A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,699f1cd3d256b44934b510ad,510008170
John319,johnson320,Female,2094906495,Casa Werner 3,CWA-0308A,,,,,,,,,,,,,Casa Werner 3,Session 1,Housing,699e85e13716f335b3d7c0e0,510008167
John320,johnson321,Male,2096363308,Price House 2,PRH-0207A,,,,,,,,,,,,,Price House 2,Session 1,Housing,699e63323716f335b3d7b9fa,510008166
John321,johnson322,Female,2093619999,Jessie Ballantyne Hall 2,JEB-0225B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,699e6449bb4502a650c0c4dd,510008162
John322,johnson323,Male,3502194020,Grace Covell Hall 3,GCH-0317A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,699e5c173716f335b3d7b883,510008161
John323,johnson324,Female,2093704486,Grace Covell Hall 1,GCH-0193A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,699e5b333716f335b3d7b85c,510008160
John324,johnson325,Female,2097461397,Jessie Ballantyne Hall 2,JEB-0224A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,678d8721903574098dc67cbb,510008156
John325,johnson326,Female,2093271494,Grace Covell Hall 1,GCH-0196B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,699e51d7bb4502a650c0c171,510008154
John326,johnson327,Male,2099938445,Grace Covell Hall 3,GCH-0359B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,699e4fe9bb4502a650c0c125,510008153
John327,johnson328,Male,2094906723,Price House 2,PRH-0206B,,,,,,,,,,,,,Price House 2,Session 1,Housing,699d1794c47826dfdc0f2eba,510008147
John328,johnson329,Male,2094908960,Price House 2,PRH-0206A,,,,,,,,,,,,,Price House 2,Session 1,Housing,699d1792e724979221673265,510008146
John329,johnson330,Female,2096968464,Grace Covell Hall 1,GCH-0191A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,66404c26f620416f77799ea5,510008139
John330,johnson331,Male,2099811282,John Ballantyne Hall 3,JOB-0325A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,699be7bc0c16563ab7bbd008,510008135
John331,johnson332,Male,2099146096,John Ballantyne Hall 2,JOB-0205A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,699bb3db9e2be9d182d6a416,510008134
John332,johnson333,Female,2097075152,Jessie Ballantyne Hall 2,JEB-0223B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,699b8f4b9e2be9d182d69f2c,510008132
John333,johnson334,Male,2099158114,Price House 2,PRH-0204A,,,,,,,,,,,,,Price House 2,Session 1,Housing,699b39e19e2be9d182d6950e,510008128
John334,johnson335,Female,9258781377,Jessie Ballantyne Hall 2,JEB-0223A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,67bd5933777192903cf116be,510008125
John335,johnson336,Male,2099490767,Wemyss Hall 3,WEM-0312B,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,695b05550855b0ad31ddd468,510008121
John336,johnson337,Male,3502509267,Grace Covell Hall 3,GCH-0316B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,699917469222160dbf3853b3,510008118
John337,johnson338,Male,2096160811,Price House 1,PRH-0114B,,,,,,,,,,,,,Price House 1,Session 1,Housing,6997cc7baa3f6a81d81fd880,510008109
John338,johnson339,Female,8313135367,Grace Covell Hall 2,GCH-0282A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,699754043a4c48bf4b929340,510008106
John339,johnson340,Female,2095039269,Jessie Ballantyne Hall 2,JEB-0221B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,698bfdb0075437f1eef2f9be,510008105
John340,johnson341,Male,2093274916,Grace Covell Hall 3,GCH-0316A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,6995510b52611bff6c495e67,510008104
John341,johnson342,Female,2093736395,Jessie Ballantyne Hall 2,JEB-0221A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,698bf8c1075437f1eef2f8b5,510008103
John342,johnson343,Male,2098171746,Price House 2,PRH-0202B,,,,,,,,,,,,,Price House 2,Session 1,Housing,6455cf21aa00aed4aab0f032,510008100
John343,johnson344,Male,2096495362,Price House 2,PRH-0203B,,,,,,,,,,,,,Price House 2,Session 1,Housing,69966b9ad34b1e0226aff8ff,510008099
John344,johnson345,Female,2093294842,Jessie Ballantyne Hall 2,JEB-0208A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,69966a2d4e14572cba41637f,510008098
John345,johnson346,Female,2095949748,Jessie Ballantyne Hall 2,JEB-0208B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,69966407b642db19b4743d21,510008097
John346,johnson347,Female,2096593854,Jessie Ballantyne Hall 2,JEB-0207A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,6995d8974e14572cba4144d9,510008093
John347,johnson348,Female,2093319621,Jessie Ballantyne Hall 2,JEB-0207B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,6995757652611bff6c495fa5,510008092
John348,johnson349,Female,2094034135,Grace Covell Hall 2,GCH-0224A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,699550f952611bff6c495e52,510008091
John349,johnson350,Male,2097680615,Price House 2,PRH-0203A,,,,,,,,,,,,,Price House 2,Session 1,Housing,69954a05c6114004fd8ca7f3,510008089
John350,johnson351,Female,2093058206,Eiselen House 3,EIS-0305B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,6995499752611bff6c495dcd,510008088
John351,johnson352,Male,2094005127,Price House 3,PRH-0316B,,,,,,,,,,,,,Price House 3,Session 1,Housing,6995243ec6114004fd8ca0ca,510008080
John352,johnson353,Male,8312669371,Price House 2,PRH-0202A,,,,,,,,,,,,,Price House 2,Session 1,Housing,69951c1452611bff6c4955c1,510008079
John353,johnson354,Male,2096877688,Price House 1,PRH-0116B,,,,,,,,,,,,,Price House 1,Session 1,Housing,67b376c6f7026748e86ffb91,510008075
John354,johnson355,Male,9163200982,Wemyss Hall 2,WEM-0207B,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,6994f1ec52611bff6c494d33,510008074
John355,johnson356,Male,9253069781,Price House 1,PRH-0115A,,,,,,,,,,,,,Price House 1,Session 1,Housing,6994f005c6114004fd8c9864,510008073
John356,johnson357,Male,2094691295,Price House 1,PRH-0115B,,,,,,,,,,,,,Price House 1,Session 1,Housing,6994efca52611bff6c494cbf,510008072
John357,johnson358,Female,2099147209,Grace Covell Hall 1,GCH-0131B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,698fe6caea22ccdb4fd9fb21,510008071
John358,johnson359,Male,2092561420,Price House 1,PRH-0114A,,,,,,,,,,,,,Price House 1,Session 1,Housing,6994d2a552611bff6c4945b4,510008068
John359,johnson360,Female,2093616845,Jessie Ballantyne Hall 2,JEB-0206B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,6993faeab1716a84e5db82f9,510008062
John360,johnson361,Male,2095706506,Price House 1,PRH-0112B,,,,,,,,,,,,,Price House 1,Session 1,Housing,694499da822ed42211cdc505,510008059
John361,johnson362,Male,2099018144,Grace Covell Hall 3,GCH-0333A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,6993dc1b6f06fde8c122827d,510008057
John362,johnson363,Female,2099559380,Jessie Ballantyne Hall 2,JEB-0206A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,6993d7768a22068bfb932a3b,510008054
John363,johnson364,Female,2098009546,Jessie Ballantyne Hall 1,JEB-0124A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,6993d4e98a22068bfb9329e4,510008053
John364,johnson365,Female,2092808491,Grace Covell Hall 2,GCH-0203B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6993d1a96f06fde8c122806d,510008052
John365,johnson366,Male,2095020333,Wemyss Hall 3,WEM-0310B,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,680014d5483a10da7fe2489a,510008050
John366,johnson367,Female,3502312621,Jessie Ballantyne Hall 2,JEB-0205A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,6993cb487f347f056c884a73,510008049
John367,johnson368,Female,2094906018,Jessie Ballantyne Hall 2,JEB-0205B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,6993cb436f06fde8c1227e3a,510008048
John368,johnson369,Male,2096235607,John Ballantyne Hall 3,JOB-0321A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,657555bd4e7383bcfbebdb19,510008047
John369,johnson370,Female,2095652137,Jessie Ballantyne Hall 2,JEB-0204A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,6993c0796f06fde8c1227d38,510008046
John370,johnson371,Female,2095189387,Casa Werner 2,CWA-0217B,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,6993b8126f06fde8c1227cb9,510008045
John371,johnson372,Male,2095985883,John Ballantyne Hall 3,JOB-0327B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,6993b3227f347f056c8847dc,510008043
John372,johnson373,Male,2092006480,John Ballantyne Hall 3,JOB-0327A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,6993a54f8a22068bfb932303,510008042
John373,johnson374,Female,2092657613,Ritter House 2,RIT-0213B,,,,,,,,,,,,,Ritter House 2,Session 1,Housing,699397347f347f056c8844c1,510008039
John374,johnson375,Male,5106030417,Wemyss Hall 3,WEM-0307B,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,69938f9b7f347f056c8843a6,510008038
John375,johnson376,Male,2092279577,Grace Covell Hall 3,GCH-0386A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,699382847f347f056c8841ee,510008036
John376,johnson377,Female,2098160861,Grace Covell Hall 2,GCH-0288B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69937fc86f06fde8c12273f7,510008032
John377,johnson378,Female,2096859521,Jessie Ballantyne Hall 2,JEB-0203A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,69937b597f347f056c8840e6,510008030
John378,johnson379,Female,9253349713,Jessie Ballantyne Hall 2,JEB-0203B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,699379747f347f056c88405c,510008028
John379,johnson380,Female,4155681788,Casa Werner 1,CWA-0113A,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,699375046f06fde8c12271e3,510008023
John380,johnson381,Female,2094000870,Jessie Ballantyne Hall 2,JEB-0202B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,699373297f347f056c883f13,510008021
John381,johnson382,Female,2096899705,Jessie Ballantyne Hall 2,JEB-0202A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,6993728f7f347f056c883ef1,510008020
John382,johnson383,Male,2092943209,Wemyss Hall 3,WEM-0307A,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,699371057f347f056c883e66,510008017
John383,johnson384,Female,2099017720,Eiselen House 3,EIS-0308A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,699370797f347f056c883e43,510008016
John384,johnson385,Female,2096896149,Ritter House 3,RIT-0312A,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,699369347f347f056c883c99,510008014
John385,johnson386,Female,2098515007,Casa Jackson 2,CJK-0216A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,699365d87f347f056c883b05,510008013
John386,johnson387,Female,2093055136,Jessie Ballantyne Hall 1,JEB-0123B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,699362fc8a22068bfb931aa1,510008012
John387,johnson388,Female,2096296823,Casa Werner 3,CWA-0308C,,,,,,,,,,,,,Casa Werner 3,Session 1,Housing,6993645f6f06fde8c1226ea7,510008011
John388,johnson389,Female,2094148967,Jessie Ballantyne Hall 1,JEB-0126B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,699363f68a22068bfb931ae8,510008010
John389,johnson390,Female,2094863009,Jessie Ballantyne Hall 1,JEB-0126A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,67bd3c14777192903cf10e50,510008009
John390,johnson391,Male,2095824201,Wemyss Hall 2,WEM-0202B,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,699360bb7f347f056c882bad,510008008
John391,johnson392,Female,5107555309,Jessie Ballantyne Hall 1,JEB-0125A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,699360558a22068bfb931a3a,510008007
John392,johnson393,Female,2094532821,Jessie Ballantyne Hall 1,JEB-0124B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,699359077f347f056c882aad,510008006
John393,johnson394,Female,2098019039,Grace Covell Hall 2,GCH-0200B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6993569d8a22068bfb93190c,510008005
John394,johnson395,Female,2094032083,Jessie Ballantyne Hall 1,JEB-0123A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,699354817f347f056c882a0a,510008004
John395,johnson396,Female,5105717139,Eiselen House 2,EIS-0207A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,6993534b6f06fde8c1226bd2,510008002
John396,johnson397,Male,2096164037,Grace Covell Hall 3,GCH-0305A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69934b8b6f06fde8c1226a49,510008000
John397,johnson398,Female,2098281234,Casa Jackson 2,CJK-0208A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,699347ed6f06fde8c122698e,510007999
John398,johnson399,Female,2096703621,Grace Covell Hall 2,GCH-0207A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,699340976f06fde8c1226872,510007992
John399,johnson400,Male,2099229485,John Ballantyne Hall 3,JOB-0326A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,69933c188a22068bfb931519,510007990
John400,johnson401,Male,2093956105,Wemyss Hall 1,WEM-0110A,,,,,,,,,,,,,Wemyss Hall 1,Session 1,Housing,6992fb7e6f06fde8c12262e5,510007987
John401,johnson402,Male,2095829054,Grace Covell Hall 3,GCH-0384B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,6992c8a46f06fde8c122627f,510007986
John402,johnson403,Male,2096838004,John Ballantyne Hall 3,JOB-0323B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,6992be516f06fde8c12261fc,510007985
John403,johnson404,Male,3502245081,John Ballantyne Hall 3,JOB-0325B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,6992a89a6f06fde8c122609f,510007984
John404,johnson405,Female,2095829010,Grace Covell Hall 2,GCH-0231A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69928ec38a22068bfb930d9d,510007983
John405,johnson406,Male,2096874178,Grace Covell Hall 3,GCH-0314B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69920517ea5a65175756a558,510007981
John406,johnson407,Male,2096421444,John Ballantyne Hall 3,JOB-0324A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,69911cf5411c349e0519eb1d,510007980
John407,johnson408,Female,2096493243,Grace Covell Hall 1,GCH-0167B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69911a264410a575a98454ea,510007979
John408,johnson409,Female,2092105172,Jessie Ballantyne Hall 1,JEB-0121A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,6991186f4410a575a98454cd,510007978
John409,johnson410,Female,2094903367,Jessie Ballantyne Hall 1,JEB-0117B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,698be9b2b07ba0e3f5504887,510007977
John410,johnson411,Female,2095182625,Jessie Ballantyne Hall 1,JEB-0117A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,698bdce60a6905e20e541de3,510007976
John411,johnson412,Female,9162233410,Casa Jackson 2,CJK-0200A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,6990df6f4410a575a984512f,510007975
John412,johnson413,Female,2094814829,Jessie Ballantyne Hall 1,JEB-0107A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,698f44ff427cae88ee8f7571,510007970
John413,johnson414,Female,2097075113,Eiselen House 3,EIS-0314B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,66443a705e3fbc50c320bc90,510007969
John414,johnson415,Female,3502486700,Ritter House 3,RIT-0311B,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,698d3092c46205c975cee145,510007968
John415,johnson416,Female,2094872235,Grace Covell Hall 1,GCH-0123A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69714e125d6d956a4be418f5,510007967
John416,johnson417,Female,6153971035,Jessie Ballantyne Hall 1,JEB-0107B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,698eda39d971d945e0146676,510007966
John417,johnson418,Male,2097077205,Wemyss Hall 2,WEM-0208A,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,698ed35f3768a924a357059c,510007965
John418,johnson419,Female,2096873254,Jessie Ballantyne Hall 1,JEB-0103B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,698ea42dd971d945e014638d,510007963
John419,johnson420,Female,9256670643,Grace Covell Hall 1,GCH-0126A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,698ea41ed971d945e0146378,510007962
John420,johnson421,Female,2096422246,Jessie Ballantyne Hall 1,JEB-0105A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,698ea30c3768a924a35702ff,510007961
John421,johnson422,Female,2096422246,Jessie Ballantyne Hall 1,JEB-0105B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,698ea1f03768a924a35702aa,510007960
John422,johnson423,Female,2092247406,Grace Covell Hall 2,GCH-0279A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698e8a21d971d945e0145e91,510007956
John423,johnson424,Female,,Ritter House 3,RIT-0311A,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,698e6614d971d945e014592c,510007952
John424,johnson425,Male,2093238795,Farley House 2,FAR-0211A,,,,,,,,,,,,,Farley House 2,Session 1,Housing,675d68dc4b219bf17a5c92b2,510007948
John425,johnson426,Male,5107551937,John Ballantyne Hall 3,JOB-0323A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,698d8493075437f1eef32d1f,510007946
John426,johnson427,Female,2096938415,Grace Covell Hall 2,GCH-0233A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698d74c02632b5b57b99914c,510007945
John427,johnson428,Female,3412164902,Casa Jackson 3,CJK-0304B,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,698d6edd2632b5b57b9990f5,510007944
John428,johnson429,Female,2093461709,Eiselen House 1,EIS-0112B,,,,,,,,,,,,,Eiselen House 1,Session 1,Housing,698d67fb2632b5b57b999073,510007941
John429,johnson430,Male,2097151374,Grace Covell Hall 3,GCH-0303B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,698d5b702632b5b57b998e93,510007939
John430,johnson431,Female,2094909320,Jessie Ballantyne Hall 1,JEB-0103A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,698d5a06075437f1eef329fa,510007938
John431,johnson432,Male,2099051062,John Ballantyne Hall 3,JOB-0321B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,698d56202632b5b57b998d8c,510007937
John432,johnson433,Male,2099298282,Farley House 2,FAR-0212A,,,,,,,,,,,,,Farley House 2,Session 1,Housing,698d4987075437f1eef327e6,510007935
John433,johnson434,Female,2096703078,Grace Covell Hall 1,GCH-0196A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,698d34ba075437f1eef324aa,510007933
John434,johnson435,Female,2099908826,Grace Covell Hall 1,GCH-0167A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,698d344e2632b5b57b998751,510007932
John435,johnson436,Female,2097518421,Eiselen House 3,EIS-0318A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,698d2c3a075437f1eef323b4,510007931
John436,johnson437,Female,2095030932,Grace Covell Hall 2,GCH-0231B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6806b4cfbf4065f81a342fec,510007929
John437,johnson438,Female,2097627035,Grace Covell Hall 2,GCH-0260B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698d27e72632b5b57b998550,510007928
John438,johnson439,Male,2093139918,Grace Covell Hall 1,GCH-0112B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,698bf2bf0a6905e20e54229d,510007927
John439,johnson440,Female,2099018425,Eiselen House 3,EIS-0318B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,698d104d075437f1eef31f80,510007926
John440,johnson441,Female,2093139918,Grace Covell Hall 1,GCH-0112A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,698bea950a6905e20e541fd3,510007925
John441,johnson442,Female,7073043025,Grace Covell Hall 2,GCH-0201B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698c051d075437f1eef2fb78,510007922
John442,johnson443,Female,2098515533,Grace Covell Hall 2,GCH-0239A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698bdbc9b07ba0e3f55045c1,510007921
John443,johnson444,Male,5105135315,Grace Covell Hall 3,GCH-0383A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,698cc695075437f1eef30ebe,510007919
John444,johnson445,Female,2098172755,Eiselen House 3,EIS-0317A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,698bf3e9b07ba0e3f5504ae5,510007918
John445,johnson446,Male,2094203134,Price House 3,PRH-0314B,,,,,,,,,,,,,Price House 3,Session 1,Housing,67fea692751dc5074f0bdb91,510007917
John446,johnson447,Male,2093105989,Grace Covell Hall 3,GCH-0323A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,698c0d1d2632b5b57b995e8b,510007916
John447,johnson448,Female,2096897850,Eiselen House 3,EIS-0316A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,698c078e2632b5b57b995dbe,510007914
John448,johnson449,Female,2095035771,Grace Covell Hall 1,GCH-0165B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,698c02d0075437f1eef2fb27,510007913
John449,johnson450,Male,2096844619,John Ballantyne Hall 2,JOB-0215A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,68203e7b1f660519438cf95d,510007912
John450,johnson451,Male,2094055776,Wemyss Hall 2,WEM-0207A,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,698bf6f6075437f1eef2f864,510007911
John451,johnson452,Female,2097516144,Eiselen House 3,EIS-0317B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,698bea07b07ba0e3f55048a9,510007910
John452,johnson453,Male,2096891965,Wemyss Hall 3,WEM-0304B,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,698c2ca12632b5b57b9960a2,510007905
John453,johnson454,Female,2096236888,Grace Covell Hall 2,GCH-0214A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698c254d2632b5b57b996074,510007904
John454,johnson455,Female,2094019748,Grace Covell Hall 2,GCH-0237B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698c1ca62632b5b57b996019,510007902
John455,johnson456,Male,2097474974,Grace Covell Hall 1,GCH-0100A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,67bcedf3027f1769126e35f0,510007901
John456,johnson457,Male,2099907799,John Ballantyne Hall 3,JOB-0313A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,698c1686075437f1eef2fe33,510007900
John457,johnson458,Male,2096873037,John Ballantyne Hall 3,JOB-0317A,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,67fdaac1fc44e8341898f813,510007899
John458,johnson459,Male,5108619976,John Ballantyne Hall 3,JOB-0313B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,67663ba8b211d6b161f6ac11,510007898
John459,johnson460,Female,2094204142,Grace Covell Hall 1,GCH-0165A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,698c0aa7075437f1eef2fc83,510007895
John460,johnson461,Female,2094298737,Grace Covell Hall 2,GCH-0229B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,698c0223075437f1eef2fb06,510007894
John461,johnson462,Female,2093959816,Eiselen House 3,EIS-0315A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,698bd8b0b07ba0e3f55044ee,510007893
John462,johnson463,Female,2092445261,Ritter House 2,RIT-0213A,,,,,,,,,,,,,Ritter House 2,Session 1,Housing,698c020a075437f1eef2faf2,510007892
John463,johnson464,Male,2094238177,Grace Covell Hall 3,GCH-0329B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,698bf0100a6905e20e5421d2,510007891
John464,johnson465,Female,2095704365,Eiselen House 3,EIS-0315B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,698bea6ab07ba0e3f55048c4,510007889
John465,johnson466,Male,2096875227,Price House 3,PRH-0315B,,,,,,,,,,,,,Price House 3,Session 1,Housing,698be42ab07ba0e3f5504777,510007887
